category,category_link,company,company_link,zone
,UFZOnlineDirectory.aspx?cat=,A.T.E TRADING FZCO,UFZCompanyDetails.aspx?details=7825,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,A.T.R GENERAL TRADING -F.Z.E,UFZCompanyDetails.aspx?details=16563,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,A.T.S. INVESTMENT & TRADING CO. - F.Z.E,UFZCompanyDetails.aspx?details=16505,AJMAN FREE ZONE
FINANCE & TRADING,UFZOnlineDirectory.aspx?cat=FINANCE & TRADING,A.V. HOLDINGS FZE,UFZCompanyDetails.aspx?details=7276,FUJAIRAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,A.V. THOMAS AND COMPANY LTD,UFZCompanyDetails.aspx?details=11186,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,A.Z CONSULTING FZE,UFZCompanyDetails.aspx?details=13564,RAK FREE TRADE ZONE
,UFZOnlineDirectory.aspx?cat=,A.Z. LOGISTIC FZE,UFZCompanyDetails.aspx?details=11411,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,A2M STUDIO S.A.R.L(BR.),UFZCompanyDetails.aspx?details=14739,RAKIA
,UFZOnlineDirectory.aspx?cat=,A2Z POWERTECH CONSULTANTS FZE,UFZCompanyDetails.aspx?details=13999,RAKIA
,UFZOnlineDirectory.aspx?cat=,AA INTERNATIONAL - F.Z.E,UFZCompanyDetails.aspx?details=16564,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AA TECHNOLOGIES MEA,UFZCompanyDetails.aspx?details=4119,DUBAI INTERNET CITY
,UFZOnlineDirectory.aspx?cat=,AAA COMMODITIES DMCC,UFZCompanyDetails.aspx?details=4630,DUBAI MULTI COMMODITIES CENTRE
,UFZOnlineDirectory.aspx?cat=,AAA CONSTRUCT COMPANY LLC,UFZCompanyDetails.aspx?details=14998,RAKIA
CRANES,UFZOnlineDirectory.aspx?cat=CRANES,AAA CONSTRUCTION EQUIPMENT FZCO,UFZCompanyDetails.aspx?details=3473,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AAA FZCO,UFZCompanyDetails.aspx?details=3708,JEBEL ALI FREE ZONE
PETROLEUM & PETROLEUM PRODUCTS,UFZOnlineDirectory.aspx?cat=PETROLEUM & PETROLEUM PRODUCTS,AABSHAR FOR PETROLEUM TRADING PRODUCTS LLC FZC,UFZCompanyDetails.aspx?details=311,FUJAIRAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AADI INTERNATIONAL FZC,UFZCompanyDetails.aspx?details=10525,HAMRIYAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AAFCO INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=6771,HAMRIYAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AAFM INTERNATIONAL FZ-LLC,UFZCompanyDetails.aspx?details=4479,DUBAI KNOWLEDGE VILLAGE
BUILDING & CONSTRUCTION MATERIALS,UFZOnlineDirectory.aspx?cat=BUILDING & CONSTRUCTION MATERIALS,AAKAR BUSINESS INTERNATIONAL CANADA,UFZCompanyDetails.aspx?details=6750,RAK FREE TRADE ZONE
,UFZOnlineDirectory.aspx?cat=,AAKAR MARJAN ISLAND FZ-LLC,UFZCompanyDetails.aspx?details=14459,RAKIA
,UFZOnlineDirectory.aspx?cat=,AALA METAL PRODUCTS FACTORY LLC,UFZCompanyDetails.aspx?details=14318,RAKIA
TRANSPORT COMPANIES,UFZOnlineDirectory.aspx?cat=TRANSPORT COMPANIES,AAMAS TRANSPORT EST.,UFZCompanyDetails.aspx?details=6772,HAMRIYAH FREE ZONE
TRAVEL CONSULTANTS,UFZOnlineDirectory.aspx?cat=TRAVEL CONSULTANTS,AAMIR SHAH,UFZCompanyDetails.aspx?details=5389,DUBAI MEDIA CITY
,UFZOnlineDirectory.aspx?cat=,AAR KAY METAL - F.Z.E,UFZCompanyDetails.aspx?details=16396,AJMAN FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AARAS DIAM DMCC,UFZCompanyDetails.aspx?details=4685,DUBAI MULTI COMMODITIES CENTRE
TRAINING INSTITUTE,UFZOnlineDirectory.aspx?cat=TRAINING INSTITUTE,AARDVARK CONSULTANCY SERVICES FZ LLC,UFZCompanyDetails.aspx?details=5255,DUBAI MEDIA CITY
,UFZOnlineDirectory.aspx?cat=,AARIT TRADING (FZE),UFZCompanyDetails.aspx?details=15542,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,AARON ENTERPRISES FZ-LLC,UFZCompanyDetails.aspx?details=14300,RAKIA
,UFZOnlineDirectory.aspx?cat=,AAROSHI FZ-LLC,UFZCompanyDetails.aspx?details=14059,RAKIA
,UFZOnlineDirectory.aspx?cat=,AARTI IMPEX GENERAL TRADING FZE,UFZCompanyDetails.aspx?details=14309,RAKIA
STEEL FABRICATORS,UFZOnlineDirectory.aspx?cat=STEEL FABRICATORS,AARYA ENGINEERING (FZC),UFZCompanyDetails.aspx?details=9262,SAIF-ZONE
STEEL FABRICATORS,UFZOnlineDirectory.aspx?cat=STEEL FABRICATORS,AARYA ENGINEERING (FZC),UFZCompanyDetails.aspx?details=9263,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,AARZU JEWELS DMCC,UFZCompanyDetails.aspx?details=4695,DUBAI MULTI COMMODITIES CENTRE
,UFZOnlineDirectory.aspx?cat=,AASHAB BIO INDUSTRIES (FZC),UFZCompanyDetails.aspx?details=15543,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,AASM MOTORS FZD,UFZCompanyDetails.aspx?details=12190,OUTSIDE
,UFZOnlineDirectory.aspx?cat=,AAT CAR SERVICES (FZE),UFZCompanyDetails.aspx?details=13359,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,AATCO TRADING COMPANY,UFZCompanyDetails.aspx?details=11159,JEBEL ALI FREE ZONE
OFFICE EQUIPMENT & SUPPLIES,UFZOnlineDirectory.aspx?cat=OFFICE EQUIPMENT & SUPPLIES,AATER AL RYAHEEN TRADING COMPANY,UFZCompanyDetails.aspx?details=6261,JEBEL ALI FREE ZONE
IT SOLUTIONS,UFZOnlineDirectory.aspx?cat=IT SOLUTIONS,AAYAN MAGIRUS FZ LLC,UFZCompanyDetails.aspx?details=6676,DUBAI INTERNET CITY
,UFZOnlineDirectory.aspx?cat=,AAZ ACTION - F.Z.C,UFZCompanyDetails.aspx?details=16565,AJMAN FREE ZONE
METAL & METAL PRODUCTS,UFZOnlineDirectory.aspx?cat=METAL & METAL PRODUCTS,AB METALS,UFZCompanyDetails.aspx?details=1320,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AB VALVES GMBH,UFZCompanyDetails.aspx?details=12705,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABACUS IT SOLUTIONS (FZE),UFZCompanyDetails.aspx?details=15544,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ABAX CORPORATE SERVICES W.L.L.(BRANCH),UFZCompanyDetails.aspx?details=14853,RAKIA
,UFZOnlineDirectory.aspx?cat=,ABB FZ-L.L.C,UFZCompanyDetails.aspx?details=12729,OUTSIDE
ELECTRICAL SWITCHGEARS & TRANSFORMERS,UFZOnlineDirectory.aspx?cat=ELECTRICAL SWITCHGEARS & TRANSFORMERS,ABB INDUSTRIES (L.L.C.),UFZCompanyDetails.aspx?details=1484,JEBEL ALI FREE ZONE
ENGINES,UFZOnlineDirectory.aspx?cat=ENGINES,ABB INDUSTRIES FZE,UFZCompanyDetails.aspx?details=7774,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ABB INDUSTRIES MEA,UFZCompanyDetails.aspx?details=11053,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABB INVESTMENTS AND SERVICES FZE,UFZCompanyDetails.aspx?details=7826,JEBEL ALI FREE ZONE
AUTOMOBILES,UFZOnlineDirectory.aspx?cat=AUTOMOBILES,ABBAS TRUCK MARKET FZC,UFZCompanyDetails.aspx?details=6773,HAMRIYAH FREE ZONE
CAR HIRE & LEASING,UFZOnlineDirectory.aspx?cat=CAR HIRE & LEASING,ABBASI MOTORS FZD,UFZCompanyDetails.aspx?details=12473,OUTSIDE
,UFZOnlineDirectory.aspx?cat=,ABBEYFIELD FOODS FZ-LLC,UFZCompanyDetails.aspx?details=14731,RAKIA
,UFZOnlineDirectory.aspx?cat=,ABBOTT LABORATORIES S.A.(BRANCH),UFZCompanyDetails.aspx?details=11357,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ABC ,UFZCompanyDetails.aspx?details=17163,
,UFZOnlineDirectory.aspx?cat=,ABC  Work Test,UFZCompanyDetails.aspx?details=17160,DMCC
,UFZOnlineDirectory.aspx?cat=,ABC CHEMICAL EXPORTS (PVT LTD),UFZCompanyDetails.aspx?details=15545,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ABC INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=14155,RAKIA
,UFZOnlineDirectory.aspx?cat=,ABC INTERNATIONAL LTD.,UFZCompanyDetails.aspx?details=10602,OUTSIDE
PUBLISHERS,UFZOnlineDirectory.aspx?cat=PUBLISHERS,ABC MEDIA FZ LLC,UFZCompanyDetails.aspx?details=2532,DUBAI MEDIA CITY
,UFZOnlineDirectory.aspx?cat=,ABC SYSTEMS LIMITED,UFZCompanyDetails.aspx?details=1675,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABC Testing,UFZCompanyDetails.aspx?details=17162,
,UFZOnlineDirectory.aspx?cat=,ABCD,UFZCompanyDetails.aspx?details=17277,DUBAI AIRPORT FREEZONE
OILFIELD EQUIPMENT & SUPPLIES,UFZOnlineDirectory.aspx?cat=OILFIELD EQUIPMENT & SUPPLIES,ABCO-MIDDLE EAST FZE,UFZCompanyDetails.aspx?details=423,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABCOM TRADING DMCC,UFZCompanyDetails.aspx?details=4968,DUBAI MULTI COMMODITIES CENTRE
,UFZOnlineDirectory.aspx?cat=,ABDOLASONS - F.Z.E,UFZCompanyDetails.aspx?details=16431,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABDUL KHALIQ MOTORS FZD,UFZCompanyDetails.aspx?details=12316,DUBAI AUTO ZONE
TRANSPORTATION,UFZOnlineDirectory.aspx?cat=TRANSPORTATION,ABDUL MUHSEN SHIPPING EST.,UFZCompanyDetails.aspx?details=2663,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABDUL SALAM JEWELLERY (FZE),UFZCompanyDetails.aspx?details=15546,SAIF-ZONE
PETROLEUM & PETROLEUM PRODUCTS,UFZOnlineDirectory.aspx?cat=PETROLEUM & PETROLEUM PRODUCTS,ABDULAZIM TRADING FZE,UFZCompanyDetails.aspx?details=268,FUJAIRAH FREE ZONE
CONSUMER GOODS,UFZOnlineDirectory.aspx?cat=CONSUMER GOODS,ABDULHAMID ABOUFAYED,UFZCompanyDetails.aspx?details=5133,DUBAI MEDIA CITY
,UFZOnlineDirectory.aspx?cat=,ABDULKHALEG KAZEMI GEBERAL TRADING - F.Z.C,UFZCompanyDetails.aspx?details=16566,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABDULKHALEG KAZEMI GEBERAL TRADING - F.Z.C,UFZCompanyDetails.aspx?details=16567,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABDULLA ATIYA TRADING CO.,UFZCompanyDetails.aspx?details=7827,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABDULLA HASSAN SWITCHGEAR INDUSTRY L.L.C,UFZCompanyDetails.aspx?details=12579,OUTSIDE
,UFZOnlineDirectory.aspx?cat=,ABDULLA'S FOOD COURT,UFZCompanyDetails.aspx?details=7828,JEBEL ALI FREE ZONE
JEWELLERY & GEM STONES,UFZOnlineDirectory.aspx?cat=JEWELLERY & GEM STONES,ABDULLAH S. N. BIN KHATHLAN EST.,UFZCompanyDetails.aspx?details=9271,SAIF-ZONE
JEWELLERY & GEM STONES,UFZOnlineDirectory.aspx?cat=JEWELLERY & GEM STONES,ABDULLAH S. N. BIN KHATHLAN EST.,UFZCompanyDetails.aspx?details=9272,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ABE MIDDLE EAST FZCO,UFZCompanyDetails.aspx?details=11028,JEBEL ALI FREE ZONE
CATERERS,UFZOnlineDirectory.aspx?cat=CATERERS,ABELA & CO. (L.L.C.),UFZCompanyDetails.aspx?details=7829,OUTSIDE
,UFZOnlineDirectory.aspx?cat=,ABENSA REAL ESTATE BROKER,UFZCompanyDetails.aspx?details=11071,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABIC INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=1907,JEBEL ALI FREE ZONE
HOUSEHOLD APPLIANCES,UFZOnlineDirectory.aspx?cat=HOUSEHOLD APPLIANCES,ABID EMRAN FZC,UFZCompanyDetails.aspx?details=6774,HAMRIYAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABLE LOGISTICS GROUP FZCO,UFZCompanyDetails.aspx?details=11409,DUBAI AIRPORT FREEZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,ABMAK FZCO,UFZCompanyDetails.aspx?details=2122,JEBEL ALI FREE ZONE
"ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS","UFZOnlineDirectory.aspx?cat=ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS",ABN AL-MUAGEER TRADING COMPANY,UFZCompanyDetails.aspx?details=6284,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABN CAPITAL MFZE,UFZCompanyDetails.aspx?details=13841,RAKIA
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,ABN INTERNATIONAL FZCO,UFZCompanyDetails.aspx?details=1706,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABN MIDDLE EAST (FZE),UFZCompanyDetails.aspx?details=15547,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ABOOD FAISAL AL JANABI TRADING COMPANY,UFZCompanyDetails.aspx?details=7831,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABQ ZAWYA,UFZCompanyDetails.aspx?details=11948,DUBAI INT. FINANCIAL CENTER
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,ABRA INN FZE,UFZCompanyDetails.aspx?details=2802,JEBEL ALI FREE ZONE
GARMENTS - READYMADE,UFZOnlineDirectory.aspx?cat=GARMENTS - READYMADE,ABRAG AL MELAD TRADING COMPANY,UFZCompanyDetails.aspx?details=2169,JEBEL ALI FREE ZONE
ADVERTISING,UFZOnlineDirectory.aspx?cat=ADVERTISING,ABS -CBN MIDDLE EAST FZ LLC,UFZCompanyDetails.aspx?details=2980,DUBAI MEDIA CITY
,UFZOnlineDirectory.aspx?cat=,ABSOFT TECHNOLOGIES FZCO,UFZCompanyDetails.aspx?details=7832,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABSOLUTE (FZE),UFZCompanyDetails.aspx?details=15548,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ABSOLUTE FASHION GARMENTS FZCO,UFZCompanyDetails.aspx?details=11068,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABSOLUTE SOLUTIONS FZE,UFZCompanyDetails.aspx?details=14999,RAKIA
,UFZOnlineDirectory.aspx?cat=,ABT CONSULTING - F.Z.E,UFZCompanyDetails.aspx?details=16503,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABU DHABI SUPPLIES AND COMMERCIAL SERVICES EST.,UFZCompanyDetails.aspx?details=7833,JEBEL ALI FREE ZONE
INTELLECTUAL PROPERTY,UFZOnlineDirectory.aspx?cat=INTELLECTUAL PROPERTY,ABU GHAZALEH INTELLECTUAL PROPERTY TMP AGENTS,UFZCompanyDetails.aspx?details=6684,JEBEL ALI FREE ZONE
ELECTRICAL EQUIPMENT & RELATED ACCESSORIES,UFZOnlineDirectory.aspx?cat=ELECTRICAL EQUIPMENT & RELATED ACCESSORIES,ABU MASKA FZE,UFZCompanyDetails.aspx?details=1493,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABU MOUSA MOTORS FZD,UFZCompanyDetails.aspx?details=12373,DUBAI AUTO ZONE
,UFZOnlineDirectory.aspx?cat=,ABU NABIL GENERAL TRADING - F.Z.E,UFZCompanyDetails.aspx?details=16568,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABU OMAR MOTORS FZD,UFZCompanyDetails.aspx?details=12211,DUBAI AUTO ZONE
,UFZOnlineDirectory.aspx?cat=,ABU SAAD ENG. & CONT. CO. (BRANCH LLC),UFZCompanyDetails.aspx?details=15000,RAKIA
,UFZOnlineDirectory.aspx?cat=,ABU SAMARKAND TRADING COMPANY,UFZCompanyDetails.aspx?details=7834,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABU SHAREEF CARPENTRY & WELDING WORK SHOP FZE,UFZCompanyDetails.aspx?details=15001,RAKIA
,UFZOnlineDirectory.aspx?cat=,ABU TAJ MOTORS FZD,UFZCompanyDetails.aspx?details=12204,DUBAI AUTO ZONE
RESTAURANTS & CATERERS,UFZOnlineDirectory.aspx?cat=RESTAURANTS & CATERERS,ABU THANI RESTAURANT,UFZCompanyDetails.aspx?details=840,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ABUKUMA MOTORS FZD,UFZCompanyDetails.aspx?details=12183,DUBAI AUTO ZONE
,UFZOnlineDirectory.aspx?cat=,ACACIA HOTELS LLC,UFZCompanyDetails.aspx?details=15002,RAKIA
,UFZOnlineDirectory.aspx?cat=,ACACIA LIMOUSINE SERVICES LLC,UFZCompanyDetails.aspx?details=13790,RAKIA
TRAINING INSTITUTE,UFZOnlineDirectory.aspx?cat=TRAINING INSTITUTE,ACADEMY OF TECHNICAL TRAINING FZ-LLC,UFZCompanyDetails.aspx?details=5288,DUBAI KNOWLEDGE VILLAGE
,UFZOnlineDirectory.aspx?cat=,ACASS M.E. FZE,UFZCompanyDetails.aspx?details=14938,RAKIA
ADVERTISING,UFZOnlineDirectory.aspx?cat=ADVERTISING,ACC ADVERTISING,UFZCompanyDetails.aspx?details=2563,DUBAI MEDIA CITY
TRAINING INSTITUTE,UFZOnlineDirectory.aspx?cat=TRAINING INSTITUTE,ACCA,UFZCompanyDetails.aspx?details=4121,DUBAI KNOWLEDGE VILLAGE
REAL ESTATE,UFZOnlineDirectory.aspx?cat=REAL ESTATE,ACCARDIA,UFZCompanyDetails.aspx?details=6554,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ACCEL FRONTLINE FZE,UFZCompanyDetails.aspx?details=10961,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACCEL FRONTLINE FZE (BRANCH),UFZCompanyDetails.aspx?details=13983,RAKIA
,UFZOnlineDirectory.aspx?cat=,ACCEL INFOTECH FZE,UFZCompanyDetails.aspx?details=7835,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACCELERATED BUSINESS MANAGEMENT FZE,UFZCompanyDetails.aspx?details=11802,DUBAI AIRPORT FREEZONE
OILFIELD EQUIPMENT & PARTS,UFZOnlineDirectory.aspx?cat=OILFIELD EQUIPMENT & PARTS,ACCELERATED PRODUCTION SYSTEMS FZCO,UFZCompanyDetails.aspx?details=1262,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACCENTURE GENERAL TRADING (FZE),UFZCompanyDetails.aspx?details=15549,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACCESS (BRANCH),UFZCompanyDetails.aspx?details=14675,RAKIA
IT SOLUTIONS,UFZOnlineDirectory.aspx?cat=IT SOLUTIONS,ACCESS COMMUNICATIONS SYSTEMS (ACS) FZ-LLC,UFZCompanyDetails.aspx?details=4778,DUBAI INTERNET CITY
,UFZOnlineDirectory.aspx?cat=,ACCESS CONSTRUCTION CONTRACTING ESTABLISHMENT FZE,UFZCompanyDetails.aspx?details=15003,RAKIA
MANAGEMENT CONSULTANTS,UFZOnlineDirectory.aspx?cat=MANAGEMENT CONSULTANTS,ACCESS CONSULTING GROUP FZ-LLC,UFZCompanyDetails.aspx?details=4421,DUBAI INTERNET CITY
,UFZOnlineDirectory.aspx?cat=,ACCESS FLIGHT SUPPORT FZE,UFZCompanyDetails.aspx?details=12913,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ACCESS TRANS (FZE),UFZCompanyDetails.aspx?details=15550,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACCESSORIES FZE,UFZCompanyDetails.aspx?details=11487,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ACCORD AVIATION SERVICES (FZE),UFZCompanyDetails.aspx?details=9273,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACCORD CUSTOMER CARE SOLUTIONS FZCO,UFZCompanyDetails.aspx?details=11583,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ACCORD LOGISTICS (L.L.C.),UFZCompanyDetails.aspx?details=11077,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACCORD TRADING (FZC),UFZCompanyDetails.aspx?details=9274,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACCOUNTING & AUDIT SOFTWARE (FZC),UFZCompanyDetails.aspx?details=13302,SAIF-ZONE
BUSINESS CONSULTANTS,UFZOnlineDirectory.aspx?cat=BUSINESS CONSULTANTS,ACCPAC MIDDLE EAST,UFZCompanyDetails.aspx?details=3802,DUBAI INTERNET CITY
INFORMATION TECHNOLOGY & CONSULTATION SERVICES,UFZOnlineDirectory.aspx?cat=INFORMATION TECHNOLOGY & CONSULTATION SERVICES,ACCPAC MIDDLE EAST LLC (FZ),UFZCompanyDetails.aspx?details=6588,DUBAI INTERNET CITY
COMPUTER PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=COMPUTER PARTS & ACCESSORIES,ACCTON MIDDEL EAST FZCO,UFZCompanyDetails.aspx?details=11014,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACCTON TECHNOLOGY CORPORATION PTE. LTE (BRANCH),UFZCompanyDetails.aspx?details=16186,DUBAI SILICON OASIS
,UFZOnlineDirectory.aspx?cat=,ACCURATE ANALYSIS (FZE),UFZCompanyDetails.aspx?details=13132,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACE ARMOUR PRODUCTS FZC,UFZCompanyDetails.aspx?details=13514,RAK FREE TRADE ZONE
BEARINGS,UFZOnlineDirectory.aspx?cat=BEARINGS,ACE BEARINGS FZE,UFZCompanyDetails.aspx?details=1803,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACE COMMODITIES FZE,UFZCompanyDetails.aspx?details=13688,RAK FREE TRADE ZONE
,UFZOnlineDirectory.aspx?cat=,ACE INTERNATIONAL (FZC),UFZCompanyDetails.aspx?details=9275,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACE INTERNATIONAL - F.Z.E,UFZCompanyDetails.aspx?details=16368,AJMAN FREE ZONE
TRAINING INSTITUTE,UFZOnlineDirectory.aspx?cat=TRAINING INSTITUTE,ACE INTERNATIONAL EDUCATION CENTRE,UFZCompanyDetails.aspx?details=4166,DUBAI KNOWLEDGE VILLAGE
,UFZOnlineDirectory.aspx?cat=,ACE INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=14698,RAKIA
COMPUTER CONSULTANTS,UFZOnlineDirectory.aspx?cat=COMPUTER CONSULTANTS,ACE MARKETING & DISTRIBUTION FZE,UFZCompanyDetails.aspx?details=2605,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ACE MARKETING AND DISTRIBUTION FZE,UFZCompanyDetails.aspx?details=12898,DUBAI AIRPORT FREEZONE
METAL & METAL PRODUCTS,UFZOnlineDirectory.aspx?cat=METAL & METAL PRODUCTS,ACE METAL FZE,UFZCompanyDetails.aspx?details=3687,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACE O.C.T.G.,UFZCompanyDetails.aspx?details=11817,DUBAI AIRPORT FREEZONE
MANUFACTURERS,UFZOnlineDirectory.aspx?cat=MANUFACTURERS,ACE POLYMERS (FZC),UFZCompanyDetails.aspx?details=9276,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACE TRADING FZE,UFZCompanyDetails.aspx?details=14779,RAKIA
,UFZOnlineDirectory.aspx?cat=,ACECO (FZE),UFZCompanyDetails.aspx?details=15551,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACECO FZCO,UFZCompanyDetails.aspx?details=10738,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ACECO FZCO,UFZCompanyDetails.aspx?details=10739,DUBAI AIRPORT FREEZONE
COMPUTER ASSEMBLING & TRADING,UFZOnlineDirectory.aspx?cat=COMPUTER ASSEMBLING & TRADING,ACER COMPUTER (M E) LIMITED,UFZCompanyDetails.aspx?details=917,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACEROMET FZCO,UFZCompanyDetails.aspx?details=7721,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACEROMET FZCO,UFZCompanyDetails.aspx?details=7722,JEBEL ALI FREE ZONE
IT SOLUTIONS,UFZOnlineDirectory.aspx?cat=IT SOLUTIONS,ACETTE TECHNOLOGIES FZ-LLC,UFZCompanyDetails.aspx?details=3969,DUBAI INTERNET CITY
COMPUTER SOFTWARE & HARDWARE,UFZOnlineDirectory.aspx?cat=COMPUTER SOFTWARE & HARDWARE,ACHIEVE MADE M. E. FZE,UFZCompanyDetails.aspx?details=1188,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACHIEVER COMPUTERS LTD,UFZCompanyDetails.aspx?details=11107,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ACHRISIA AMERIQUES FZE,UFZCompanyDetails.aspx?details=13622,RAK FREE TRADE ZONE
,UFZOnlineDirectory.aspx?cat=,ACI ENERGIE FZ-LLC,UFZCompanyDetails.aspx?details=14199,RAKIA
CONTRACTING,UFZOnlineDirectory.aspx?cat=CONTRACTING,ACICO INTERNATIONAL CONTRACTING CO. (L.L.C.),UFZCompanyDetails.aspx?details=12501,OUTSIDE
,UFZOnlineDirectory.aspx?cat=,ACL WIRELESS LIMITED (BRANCH),UFZCompanyDetails.aspx?details=12044,DUBAI SILICON OASIS
,UFZOnlineDirectory.aspx?cat=,ACM RAK FZE,UFZCompanyDetails.aspx?details=14652,RAKIA
PHARMACEUTICAL & PHARMACEUTICAL PRODUCTS,UFZOnlineDirectory.aspx?cat=PHARMACEUTICAL & PHARMACEUTICAL PRODUCTS,ACME INTERNATIONAL (FZC),UFZCompanyDetails.aspx?details=9277,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ACME MOTORS FZD,UFZCompanyDetails.aspx?details=12382,DUBAI AUTO ZONE
,UFZOnlineDirectory.aspx?cat=,ACN & P FZCO.,UFZCompanyDetails.aspx?details=7836,JEBEL ALI FREE ZONE
